stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
761000397,,Elefantapoteket,,59.4368660,10.6681360,,,0,
761000399,,Peterson,,59.4400180,10.6694900,,,0,
761000566,,Sarpsborg Quality Hotel,,59.2962910,11.0676400,,,0,
761001666,,Herføl brygge,,59.0019990,11.0568330,,,0,
761001717,,Gravningsund brygge,,59.0242740,11.1000670,,,0,
761002517,,Fylkestøtta,,59.6380160,10.9334470,,,0,
761005286,,Lysaker E18 nordsiden,,59.9130210,10.6374930,,,0,
761005287,,Lysaker E18 sydsiden,,59.9127620,10.6383210,,,0,
761005645,,Holmen i Fjekan,,59.8564380,10.4918050,,,0,
761005646,,Holmen i Slemmestadvn.,,59.8539120,10.4912630,,,0,
761005865,,Asker Hagaløkka,,59.8334470,10.4245020,,,0,
761008829,,Oslo Lufthavn jb.st,,60.1928370,11.0966820,,,0,
761008845,,Oslo Lufthavn avgang,,60.1934590,11.0968540,,,0,
761008847,,Oslo Lufthavn ankomst,,60.1928710,11.1010380,,,0,
761012327,,Oslo Bussterminal,,59.9116770,10.7588530,,,0,
761012365,,Oslo Hjortneskaien,,59.9097130,10.7088330,,,0,
761012841,,Grefsen stasjon vognhall,,59.9424710,10.7822620,,,0,
761013720,,Skogen T-banestasjon,,59.9754870,10.6474300,,,0,
761014495,,Austmarka skole,,60.1017340,12.3243540,,,0,
761014497,,Kjærsagbrua,,60.1034620,12.3163750,,,0,
761014499,,Austmarka samfunnshus,,60.0954130,12.3037420,,,0,
761014500,,Austbo,,60.1035270,12.3203050,,,0,
761014501,,Grorud Austmarka,,60.0602910,12.2846970,,,0,
761014502,,Austmarka S-lag,,60.1036610,12.3250170,,,0,
761014503,,Gylterud,,60.0604670,12.3447360,,,0,
761014504,,Karterud,,60.0636860,12.3672110,,,0,
761014505,,Strand,,60.0728110,12.3502310,,,0,
761014506,,Åserud,,60.0795670,12.3410790,,,0,
761014507,,Åsheim,,60.0839390,12.3344700,,,0,
761014508,,Jensmoen,,60.0937160,12.3277570,,,0,
761014509,,Solberg bru,,60.1203920,12.3172680,,,0,
761014510,,Jonsrud,,60.1265220,12.3146620,,,0,
761014511,,Holmenlia,,60.1007270,12.3112040,,,0,
761014512,,Brødbøl,,60.0462880,12.3715650,,,0,
761014513,,Utgård,,60.0358730,12.3707900,,,0,
761014514,,Mobekk Brødbøl,,60.0550730,12.3709710,,,0,
761014515,,Fosseidvegen,,60.3424570,12.0155540,,,0,
761014516,,Foss Landhandel,,60.3338890,12.0078390,,,0,
761014517,,Gruvåsvegen,,60.3542210,12.0159160,,,0,
761014518,,Ramsøya,,60.3603290,12.0202710,,,0,
761014520,,Masterudkrysset,,60.1468810,12.3141540,,,0,
761014521,,Masterud,,60.1489220,12.2985880,,,0,
761014522,,Brakalsvålet,,60.1663700,12.1493270,,,0,
761014523,,Tekstebakken,,60.1633640,12.1900420,,,0,
761014524,,Knauserud,,60.1578940,12.2281470,,,0,
761014525,,Bratberget,,60.1595080,12.2485340,,,0,
761014526,,Tomteberget,,60.1541100,12.2684620,,,0,
761014527,,Ramtjernåsen,,60.1523090,12.2834420,,,0,
761014528,,Roverud skole,,60.2586940,12.0616000,,,0,
761014530,,Erling Maulands veg 53,,60.2440150,12.0533060,,,0,
761014531,,Erling Maulands veg 25,,60.2504770,12.0508890,,,0,
761014532,,Vepsveien 12,,60.2442860,12.0516680,,,0,
761014533,,Vepsveien 24,,60.2444880,12.0498800,,,0,
761014534,,Vepsveien 74,,60.2429310,12.0515790,,,0,
761014535,,Roverud skole Fv 205,,60.2555050,12.0674670,,,0,
761014536,,Roverud kapell,,60.2531360,12.0572290,,,0,
761014537,,Roverud,,60.2548370,12.0524160,,,0,
761014538,,Årbogen,,60.2730060,12.0899660,,,0,
761014539,,Brudal,,60.2689440,12.0827630,,,0,
761014540,,Lystadtjernsvegen,,60.2474980,12.1014430,,,0,
761014541,,Søndre Rustad,,60.2284470,12.0311350,,,0,
761014542,,Nordre Rustad,,60.2425580,12.0384580,,,0,
761014543,,Brøderudkrysset,,60.2392960,12.0852870,,,0,
761014544,,Kolomoen,,60.2407260,12.1051580,,,0,
761014545,,Solør-Odal forsøksring,,60.2535820,12.0910260,,,0,
761014546,,Bergerud,,60.2603680,12.0773620,,,0,
761014547,,Bergervegen,,60.2677230,12.0546300,,,0,
761014548,,Bergkvist,,60.2769170,12.0298510,,,0,
761014549,,Roverudhjemmet,,60.2530630,12.0517080,,,0,
761014551,,Vangen,,60.2053570,11.9735800,,,0,
761014556,,Hov,,60.1983570,12.0299450,,,0,
761014558,,Holt sykehjem,,60.1834870,12.0105700,,,0,
761014559,,Holt ungdomsskole,,60.1813700,12.0128290,,,0,
761014561,,Teknisk etat,,60.1704710,12.0175470,,,0,
761014564,,Bokfinkvegen sør,,60.1738750,12.0274540,,,0,
761014565,,Bokfinkvegen nord,,60.1810490,12.0237310,,,0,
761014566,,Skinntrytesvingen,,60.1809500,12.0375220,,,0,
761014568,,Vinger Hotell,,60.1865880,12.0121890,,,0,
761014574,,Snøhvitvegen,,60.2073860,11.9712730,,,0,
761014575,,Bogeråsen,,60.2066690,11.9812100,,,0,
761014581,,Langelandshjemmet,,60.2003630,11.9859620,,,0,
761014582,,Langeland skole,,60.1991620,11.9925130,,,0,
761014584,,Øvre Skogveg,,60.2050670,12.0131070,,,0,
761014589,,Taverna,,60.1937750,11.9927440,,,0,
761014591,,Bilsenteret,,60.1715140,12.0258120,,,0,
761014593,,Glåmlia,,60.2028540,12.0163890,,,0,
761014597,,Lyngvegen,,60.2015650,11.9991040,,,0,
761014601,,Øvre Langelandsveg,,60.2024880,11.9808850,,,0,
761014602,,Nor Vingersjøvegen,,60.1870770,12.0187110,,,0,
761014611,,Industribyggene,,60.2014580,11.9791130,,,0,
761014612,,E. Kjernsli,,60.1040460,12.3386450,,,0,
761014619,,Øvrebyen vgs.,,60.1954200,12.0085950,,,0,
761014623,,Granvegen,,60.2031060,12.0139570,,,0,
761014630,,Marikollen sk.,,60.1916240,11.9706590,,,0,
761014631,,Øvre Badstuvegen,,60.1881330,11.9812410,,,0,
761014633,,Telenor,,60.1755560,12.0186810,,,0,
761014635,,Kurudsand Rema 1000,,60.1892510,11.9873340,,,0,
761014638,,Vingersjøvegen,,60.1867750,12.0212100,,,0,
761014639,,Blomstervegen 24,,60.1840170,11.9920360,,,0,
761014640,,Blomstervegen 52,,60.1820980,11.9937550,,,0,
761014641,,Blomstervegen 59,,60.1817780,11.9919770,,,0,
761014642,,Blomstervegen 72,,60.1833190,11.9902760,,,0,
761014643,,Kløverbakken,,60.1859320,11.9874830,,,0,
761014645,,Bregnevegen,,60.1803090,11.9906520,,,0,
761014646,,Guldbækåsen,,60.2099570,11.9752970,,,0,
761014647,,Langvenna,,60.2108040,11.9731350,,,0,
761014651,,Posten Rasta,,60.1715430,12.0175010,,,0,
761014653,,Skrivervegen 25,,60.2003170,11.9931770,,,0,
761014655,,Langerudberget,,60.1823500,12.0325110,,,0,
761014656,,Orrevegen,,60.1812630,12.0290000,,,0,
761014657,,Toresheimvegen 29,,60.2026250,11.9928280,,,0,
761014658,,Utsiktsvegen 107,,60.1831020,11.9847550,,,0,
761014659,,Hestehovvegen,,60.1799890,11.9928780,,,0,
761014660,,Høgspentvegen,,60.1826290,11.9977720,,,0,
761014661,,Jernbanegata 58,,60.1879580,11.9957320,,,0,
761014662,,Chr. Engs veg,,60.1851010,11.9976910,,,0,
761014663,,Vollgata/Granvegen,,60.2032010,12.0098130,,,0,
761014664,,Vennersberg,,60.1765020,12.0252790,,,0,
761014665,,Vennersberg II,,60.1790390,12.0235640,,,0,
761014666,,Vardåsvegen,,60.1969830,11.9983060,,,0,
761014669,,Utsiktsvegen 121,,60.1843570,11.9809170,,,0,
761014671,,Bekkefaret,,60.2019200,11.9838650,,,0,
761014673,,Kongsvinger tekniske fagskole,,60.1736830,12.0172820,,,0,
761014674,,Valhallvegen,,60.1986010,11.9828050,,,0,
761014675,,Bukkene Bruses vei,,60.2077060,11.9746780,,,0,
761014676,,Kongsvinger gjestegård,,60.2086910,11.9668050,,,0,
761014678,,Kongsvinger rådhus,,60.1913220,11.9986920,,,0,
761014679,,Kongsvinger sykehus,,60.1949080,11.9955010,,,0,
761014681,,Kongsvinger storhall,,60.1908190,12.0073800,,,0,
761014682,,Kirketorget,,60.1946980,12.0086560,,,0,
761014683,,Sparebanken Hedmark Storgt.,,60.1909220,11.9981150,,,0,
761014687,,Gaupevegen,,60.1720120,12.0232970,,,0,
761014688,,Rastavegen,,60.1791000,12.0198000,,,0,
761014689,,Tajevegen,,60.1852040,12.0109970,,,0,
761014690,,Raavegen,,60.1773950,12.0158010,,,0,
761014691,,Tajevegen 38,,60.1790770,12.0145300,,,0,
761014695,,Brandval,,60.3175320,12.0140690,,,0,
761014696,,Mo,,60.3041230,12.0082700,,,0,
761014698,,Brandval sagbruk,,60.3243900,12.0185980,,,0,
761014699,,Brandval rv. 20,,60.3168640,12.0188440,,,0,
761014700,,Brandval skole,,60.3209080,12.0069890,,,0,
761014701,,Ringshella,,60.2998050,11.9973350,,,0,
761014702,,Bjørnstad,,60.3080250,12.0000990,,,0,
761014703,,Agnå bru,,60.3148310,11.9996010,,,0,
761014704,,Årnes,,60.3228420,12.0037970,,,0,
761014710,,Kjerret riksgrensen,,60.0045810,12.3671360,,,0,
761014712,,Sætra,,59.9929350,12.3494110,,,0,
761014713,,Haugsveen,,60.0212140,12.3640710,,,0,
761014715,,Nordre Gjølstad,,60.2732810,12.0174470,,,0,
761014716,,Søndre Gjølstad,,60.2683260,12.0248410,,,0,
761014717,,Bånerud,,60.2809450,12.0045290,,,0,
761014718,,Furderudvegen,,60.2903520,11.9973200,,,0,
761014719,,Li,,60.2958790,11.9944060,,,0,
761014722,,Skansgården,,60.1873470,12.0663880,,,0,
761014723,,Gjøsegarden,,60.1914330,12.0619140,,,0,
761014724,,Overud,,60.1828690,12.0693250,,,0,
761014725,,Løvenskjold,,60.1810190,12.0684490,,,0,
761014726,,Kabberud,,60.1659240,12.0641740,,,0,
761014727,,Fiskegarden,,60.1610790,12.0596110,,,0,
761014728,,Skinnarbølkrysset,,60.1791610,12.0850160,,,0,
761014729,,Mobekk Skinnarbøl,,60.1816370,12.0998610,,,0,
761014730,,Geitdansen,,60.1862600,12.0968330,,,0,
761014731,,Smestadbrakka,,60.1932110,12.1016750,,,0,
761014732,,Smestadtjernet,,60.1987760,12.1027600,,,0,
761014733,,Tjernsby,,60.2031750,12.1028520,,,0,
761014734,,Mellem,,60.2155190,12.1029530,,,0,
761014735,,Sønsterud,,60.2169300,12.1013710,,,0,
761014736,,Rønningskrysset,,60.2310100,12.0915000,,,0,
761014737,,Snarebrua,,60.1291730,12.1014780,,,0,
761014738,,Gjems,,60.1495060,12.0568950,,,0,
761014739,,Lierfløyta,,60.1350780,12.0617170,,,0,
761014740,,Granli stasjon,,60.1464120,12.0561220,,,0,
761014741,,Lokalet,,60.1381420,12.0729730,,,0,
761014742,,Granlikrysset,,60.1435970,12.0558420,,,0,
761014743,,Kiosken,,60.1344110,12.0853610,,,0,
761014744,,Gjermshus,,60.1335600,12.0926490,,,0,
761014745,,Snaregrenda,,60.1248130,12.0950880,,,0,
761014746,,Sæter gård,,60.2177770,12.0160080,,,0,
761014747,,Leirrud,,60.2443540,12.0278700,,,0,
761014748,,Leirrud bru,,60.2372320,12.0234360,,,0,
761014749,,Rolstadmoen,,60.2597310,12.0300870,,,0,
761014750,,Hokåsen,,60.2792550,12.1136440,,,0,
761014751,,Nybrua,,60.2759090,12.1014930,,,0,
761014752,,Åflodammen,,60.2786410,12.1496650,,,0,
761014753,,Hokåsmovegen,,60.2778550,12.1250180,,,0,
761014754,,Skåre,,60.2887800,12.1047580,,,0,
761014755,,Sørroa,,60.2670900,12.1192880,,,0,
761014756,,Tangen,,60.2841030,12.1582630,,,0,
761014757,,Flygind,,60.2606430,12.1419310,,,0,
761014758,,Tollerud,,60.2660520,12.1351060,,,0,
761014759,,Hofoss,,60.2773860,12.1411490,,,0,
761014760,,Sjøenden,,60.0998340,12.0648860,,,0,
761014761,,Mensrudfeltet,,60.2115550,12.0456810,,,0,
761014762,,Svensrud,,60.2089880,12.0538210,,,0,
761014763,,Ridebobla,,60.2000430,12.0324480,,,0,
761014765,,Øyermoen,,60.2517780,12.4592880,,,0,
761014766,,Løvenskiold,,60.2536960,12.4282790,,,0,
761014767,,Solstad,,60.2501950,12.4423590,,,0,
761014768,,Gubbetjernsbrakka,,60.2623940,12.4085500,,,0,
761014769,,Fensjøvegen,,60.2760200,12.3668130,,,0,
761014770,,Bergsland,,60.2851910,12.3574750,,,0,
761014771,,Vestby,,60.3502850,11.9474450,,,0,
761014772,,Nesætervegen,,60.3511620,11.9553210,,,0,
761014773,,Vestroa Handel Holen,,60.3459510,11.9885540,,,0,
761014774,,Nordsetvegen,,60.3510740,11.9680250,,,0,
761014788,,Varaldskogen,,60.1519430,12.4439330,,,0,
761014789,,Lundeby,,60.1292720,12.4766740,,,0,
761014791,,Skogheim,,60.1170430,12.4516650,,,0,
761014792,,Kartbråten,,60.1177790,12.4329410,,,0,
761014793,,Åserudseter,,60.1107790,12.4218770,,,0,
761014794,,Larsmovangen,,60.1016810,12.4020510,,,0,
761014795,,Abortjern,,60.1065220,12.3826230,,,0,
761014796,,Holmby skole,,60.1223410,12.4195490,,,0,
761014797,,Steinbråten,,60.1308750,12.4236060,,,0,
761014798,,Bjørndalen,,60.1344450,12.4206440,,,0,
761014800,,Moen,,60.2982440,12.2749810,,,0,
761014801,,Nyhus,,60.3006250,12.2651330,,,0,
761014802,,Langåsen,,60.2957950,12.3199090,,,0,
761014803,,Bergeseter,,60.2921220,12.2231910,,,0,
761014804,,Lundersæter,,60.3034970,12.2575240,,,0,
761014805,,Lystad,,60.3411940,12.2961860,,,0,
761014807,,Solhaug,,60.3361020,12.2971410,,,0,
761014808,,Kaknesmyra,,60.2877850,12.1911070,,,0,
761014809,,Steinreien,,60.2982370,12.2386230,,,0,
761014810,,Digernessetra,,60.3118320,12.2686620,,,0,
761014811,,Gjersjøen,,60.3197140,12.2774950,,,0,
761014812,,Skolevegen,,60.2970580,12.2847660,,,0,
761014813,,Finnskogen montessoriskole,,60.2980610,12.2830200,,,0,
761014818,,Jammerdal,,60.5558130,12.0666890,,,0,
761014820,,Strengelsrud,,60.1218760,12.0510180,,,0,
761014822,,Mariåsen,,60.1335830,12.0326830,,,0,
761014823,,Pålsmoen,,60.1260220,12.0261880,,,0,
761014824,,Sigernes,,60.1144790,12.0370280,,,0,
761014825,,Holmen,,60.0991710,12.0353660,,,0,
761014826,,Holer,,60.1349370,12.0154250,,,0,
761014827,,Lierkrysset,,60.1451450,12.0335150,,,0,
761014828,,Tråssholmen,,60.1810490,12.3935770,,,0,
761014829,,Tussevangen,,60.1639210,12.3180350,,,0,
761014830,,E. Tangen,,60.1761470,12.3192870,,,0,
761014831,,Gunnarsbråten,,60.1859400,12.3269180,,,0,
761014832,,Femoen,,60.2016530,12.3503000,,,0,
761014833,,Øyersjøen,,60.2032700,12.4480530,,,0,
761014834,,Lauvhøgda,,60.2186510,12.4193770,,,0,
761014835,,Gressberget,,60.3593250,12.3470710,,,0,
761014836,,Nyheim,,60.3549650,12.3305710,,,0,
761014837,,Merratjernet,,60.3635940,12.3495240,,,0,
761014838,,Sandvika,,60.3689120,12.3534630,,,0,
761014839,,Digernes,,60.3045580,12.0723570,,,0,
761014840,,Digernesholtet,,60.3024980,12.0564830,,,0,
761014841,,Myrer,,60.3037340,12.0390530,,,0,
761014842,,Sander Brandval,,60.2950520,12.0816560,,,0,
761014843,,Siva,,60.2050170,11.9530960,,,0,
761014844,,Onstadvegen,,60.2025180,11.9624200,,,0,
761014847,,Moa,,60.1995240,11.9696050,,,0,
761014848,,Åsum sk.,,60.2003900,11.9132240,,,0,
761014849,,Sann,,60.2150000,11.9303400,,,0,
761014850,,Greåker,,60.2123600,11.9557980,,,0,
761014851,,Edsberg,,60.2350270,11.9053880,,,0,
761014852,,Nor vegkryss,,60.3489300,12.0564060,,,0,
761014853,,Nedre Våler,,60.3567730,12.0545110,,,0,
761014854,,Hanestadmoen,,60.3338620,12.0700390,,,0,
761014855,,Fjøser,,60.3331830,12.0267310,,,0,
761014856,,Gåsbu,,60.8989520,11.2093810,,,0,
761014859,,Midtstranda,,60.7985120,11.1101350,,,0,
761014862,,Lars Hollos gate,,60.7983970,11.0927040,,,0,
761014863,,Hempa,,60.8003080,11.0927920,,,0,
761014864,,Hvitveisen barnehage,,60.8024640,11.0892930,,,0,
761014865,,Casparis gate/Solvangvegen,,60.8024560,11.0829320,,,0,
761014872,,Posthuset,,60.7938350,11.0752060,,,0,
761014877,,Østregate 92,,60.7921300,11.0838980,,,0,
761014879,,Østregate 122,,60.7919350,11.0871000,,,0,
761014883,,Hamar Konfeksjon,,60.8022540,11.0470210,,,0,
761014884,,Storhamarsenteret,,60.8031350,11.0440440,,,0,
761014885,,Jønsrudløkka,,60.8025700,11.0398350,,,0,
761014888,,Nystuvegen,,60.8048020,11.0287090,,,0,
761014889,,Torps legesenter,,60.8037910,11.0268070,,,0,
761014893,,Aluvegen/Ringgata,,60.8045540,11.0627560,,,0,
761014894,,Lilleajervegen,,60.8074190,11.0592270,,,0,
761014896,,Holsvegen,,60.8152920,11.0466400,,,0,
761014900,,Utfarten,,60.8118130,11.0455540,,,0,
761014905,,Vognvegen 88,,60.8050610,11.0494610,,,0,
761014913,,Breidablikk Aluvegen,,60.8155060,11.0520600,,,0,
761014914,,Hybelhuset,,60.8011440,11.0749440,,,0,
761014916,,Maths Pedersens gate,,60.8082700,11.0798720,,,0,
761014917,,Nordahl Griegs gate 54,,60.8075980,11.0731920,,,0,
761014918,,Tommelstadvn blokkene,,60.8086400,11.0761090,,,0,
761014921,,Nordahl Griegs gate 20,,60.8068890,11.0645610,,,0,
761014924,,Solvang (Texaco),,60.8047370,11.0823450,,,0,
761014925,,Kjøpmann Sannerud,,60.8086510,11.0887960,,,0,
761014926,,Sundalskrysset,,60.8129730,11.0897030,,,0,
761014927,,Benterudbakken,,60.8204500,11.0855550,,,0,
761014928,,Stensby Norsvin,,60.8235210,11.0832170,,,0,
761014930,,Lottenvegen,,60.8135190,11.0796610,,,0,
761014933,,Gubbestua,,60.8216250,11.0453160,,,0,
761014934,,Urstad,,60.8540500,11.2394210,,,0,
761014935,,Furuberget barnehage,,60.8109860,11.0374110,,,0,
761014937,,Hamar OL Amfi,,60.8016620,11.0390980,,,0,
761014938,,Kornsiloen,,60.8030970,11.0347220,,,0,
761014939,,Snekkerstufeltet,,60.8090400,11.0263850,,,0,
761014942,,Volljordet,,60.8131710,11.0605900,,,0,
761014945,,Kvartal 48,,60.7936400,11.0720870,,,0,
761014946,,Bryggeriet,,60.7946240,11.0630730,,,0,
761014947,,Briskeby stadion,,60.7964590,11.0931470,,,0,
761014948,,Vestås skole,,60.8662760,11.1344060,,,0,
761014949,,Vien,,60.8122980,11.0944760,,,0,
761014952,,Oline Holtmons veg,,60.8073270,11.0280420,,,0,
761014953,,Skogbrynet,,60.8109130,11.0326810,,,0,
761014956,,Grytting,,60.8525090,11.2512250,,,0,
761014958,,Hårstad,,60.8464580,11.2454980,,,0,
761014959,,Østhagen,,60.8538510,11.2513930,,,0,
761014960,,Ajerhagan nedre,,60.8109400,11.0562530,,,0,
761014961,,Ajerhagan øvre,,60.8129350,11.0545620,,,0,
761014963,,Just Brochs gate,,60.7976650,11.1015150,,,0,
761014964,,Nordvikvegen,,60.7977750,11.0355050,,,0,
761014966,,Statens hus,,60.7933460,11.0789970,,,0,
761014967,,Øvre Heggelia,,60.8110080,11.0412190,,,0,
761014969,,Buevegen Smeby,,60.8163720,11.0859890,,,0,
761014970,,Solvangvegen,,60.8043750,11.0826340,,,0,
761014975,,Bellevue Aluvegen,,60.8092770,11.0571030,,,0,
761014976,,Bellevue Vognvegen,,60.8094710,11.0560860,,,0,
761014977,,Lottenvegen/Strømsvn.,,60.8146780,11.0823480,,,0,
761014978,,Løypevegen,,60.8069610,11.0698410,,,0,
761014979,,Furuberget Solheim,,60.8219830,11.0382580,,,0,
761014980,,Sonerud,,60.7984050,11.0436510,,,0,
761014982,,Sykehuset Skolegata,,60.7983250,11.0723170,,,0,
761014983,,Fjellhagestien,,60.7996980,11.0573160,,,0,
761014984,,Kristin Lavransdatters veg,,60.7986790,11.0505050,,,0,
761014985,,Kåtorp pensjonistsenter,,60.8131870,11.1446770,,,0,
761014986,,Jernbanemuséet,,60.8000140,11.0270460,,,0,
761014987,,Peder Olssøns veg,,60.8019910,11.1405280,,,0,
761014988,,Greveløkka,,60.8022190,11.0633590,,,0,
761014990,,CC stadion,,60.7959670,11.0814270,,,0,
761014991,,Utstillingsplassen,,60.7966880,11.0894310,,,0,
761014992,,Maxi,,60.7986980,11.0485940,,,0,
761014993,,Hamar vest,,60.8045580,11.0329580,,,0,
761014994,,Storhamar vgs.,,60.7974820,11.0389230,,,0,
761014995,,Ankerskogen vgs.,,60.8042950,11.0749080,,,0,
761014997,,Hamar Katedralskole,,60.8048290,11.0548320,,,0,
761014998,,Furuberget,,60.8115430,11.0268190,,,0,
761014999,,Klukstuen,,60.8112030,11.0805780,,,0,
761015002,,Hamar skysstasjon,,60.7913250,11.0802610,,,0,
761015003,,Børstad,,60.8032190,11.0858320,,,0,
761015005,,Espern,,60.7895810,11.0929920,,,0,
761015006,,Smeby,,60.8153610,11.0876880,,,0,
761015007,,Campus Hamar,,60.7961310,11.0725980,,,0,
761015008,,Midtbyen Park,,60.7957190,11.0708440,,,0,
761015011,,Bays gate,,60.7960970,11.0602820,,,0,
761015012,,Ormseter,,60.8874590,11.1938780,,,0,
761015015,,Fredtun,,60.8190120,11.0534620,,,0,
761015016,,Hedmarktoppen,,60.8201520,11.0493600,,,0,
761015017,,Rønningen,,60.8757630,11.2279890,,,0,
761015018,,Syljuset,,60.8768880,11.1605780,,,0,
761015019,,Tomterødegården,,60.8802300,11.1771480,,,0,
761015020,,Dufset,,60.8762210,11.1478200,,,0,
761015021,,Torvet,,60.8762700,11.1672050,,,0,
761015022,,Folkets hus,,60.7959060,11.0678970,,,0,
761015023,,Vik matsenter,,60.8455090,11.2003530,,,0,
761015024,,Østås,,60.8703690,11.2259560,,,0,
761015025,,Hanumskrysset,,60.7968140,11.1897500,,,0,
761015027,,Lageråen,,60.8260570,11.2322020,,,0,
761015028,,Løvås,,60.8244250,11.2213820,,,0,
761015030,,Spaberg Vang Auto,,60.8272820,11.2546020,,,0,
761015031,,Torshov,,60.8054580,11.1494000,,,0,
761015032,,Kays Gartneri,,60.8072550,11.1573150,,,0,
761015034,,Ridabu sk.,,60.8017650,11.1353470,,,0,
761015035,,Ener u.sk.,,60.8057060,11.1264000,,,0,
761015036,,Vang brænderi,,60.8078120,11.1460280,,,0,
761015038,,Snippen,,60.8607520,11.1351600,,,0,
761015039,,Nilsrud Rv 25,,60.8126260,11.1717620,,,0,
761015040,,Nilsrud Rysvea,,60.8132250,11.1725020,,,0,
761015041,,Vang sentral,,60.8174480,11.1856240,,,0,
761015042,,Vang krk.,,60.8016620,11.1306350,,,0,
761015043,,Åker,,60.8008080,11.1227480,,,0,
761015044,,Ålstad,,60.8229830,11.2107060,,,0,
761015047,,Alderslyst,,60.8624040,11.2517190,,,0,
761015048,,Bekken,,60.8865090,11.2282420,,,0,
761015049,,Bergset sag,,60.8810230,11.2431350,,,0,
761015050,,Bergsetbakken,,60.8844950,11.2363400,,,0,
761015051,,Blæstad,,60.8202100,11.1815090,,,0,
761015052,,Vårtun,,60.8685950,11.1280210,,,0,
761015053,,Greftenmoen,,60.8580090,11.2179690,,,0,
761015054,,Dalfarmen,,60.7883260,11.2018120,,,0,
761015055,,Dystvoldsvea,,60.8743670,11.1993170,,,0,
761015056,,Dørum,,60.8094600,11.2071620,,,0,
761015057,,Kylgårdskrysset,,60.8631970,11.2420320,,,0,
761015058,,Sagbrua Ekbo,,60.8701060,11.2417980,,,0,
761015059,,Stålbågågutua,,60.8780170,11.2441230,,,0,
761015060,,Sevendal,,60.8733440,11.2432790,,,0,
761015061,,Finsal,,60.8051990,11.1353380,,,0,
761015063,,Flagstadsaga,,60.8192140,11.1140370,,,0,
761015064,,Gihle,,60.7968140,11.2038830,,,0,
761015065,,Grubhol,,60.8198780,11.1931100,,,0,
761015066,,Heimdal,,60.8492430,11.2026340,,,0,
761015067,,Herset,,60.8213310,11.1384540,,,0,
761015068,,Hjellumkrysset,,60.8004680,11.1480360,,,0,
761015069,,Hjellum jb.st.,,60.7927280,11.1500720,,,0,
761015070,,Hjellum sør,,60.7894820,11.1491750,,,0,
761015071,,Frognervegen 5,,60.7935330,11.1521100,,,0,
761015072,,Lovisenberg skole,,60.7951200,11.1622140,,,0,
761015074,,Skrenten,,60.8200040,11.1276990,,,0,
761015075,,Ingebergfeltet,,60.8283960,11.1348970,,,0,
761015076,,Holstua,,60.8305020,11.1346510,,,0,
761015077,,Holskrysset,,60.7855340,11.2054410,,,0,
761015078,,Hveberg,,60.8144760,11.1086850,,,0,
761015079,,Bjørgeli,,60.8223380,11.1002640,,,0,
761015080,,Smestad,,60.8322140,11.0970300,,,0,
761015081,,Imerslund,,60.8218150,11.1170230,,,0,
761015082,,Ingelsrud,,60.8447690,11.1823920,,,0,
761015083,,Kirkebyenga,,60.8760110,11.1798820,,,0,
761015084,,Korslund,,60.8503270,11.1596120,,,0,
761015085,,Krogsti,,60.8570060,11.2171260,,,0,
761015086,,Kurud mølle,,60.7862740,11.1627760,,,0,
761015087,,Kvæka,,60.7787930,11.1866830,,,0,
761015088,,Lia Gåsbuvegen,,60.8851050,11.1873400,,,0,
761015089,,Lia Øståsvegen,,60.8786740,11.2300540,,,0,
761015090,,Libergstajet,,60.8423920,11.2368190,,,0,
761015091,,Liberg,,60.8396260,11.2352090,,,0,
761015092,,Lovisenberg,,60.7992020,11.1669560,,,0,
761015093,,Narmo,,60.8609960,11.1166880,,,0,
761015094,,Nashoug,,60.8231510,11.1634630,,,0,
761015095,,Nordsveen,,60.8435480,11.1188100,,,0,
761015096,,Nygård,,60.8532520,11.2105880,,,0,
761015097,,Myhrsbakken,,60.8299940,11.1768220,,,0,
761015098,,Opsahl,,60.8337140,11.1889610,,,0,
761015100,,Dælibakken,,60.8297160,11.1883380,,,0,
761015101,,Lunden sk.,,60.8384320,11.1952840,,,0,
761015102,,Palerud,,60.8638880,11.1647830,,,0,
761015103,,Rapstad,,60.8447190,11.2389150,,,0,
761015104,,Kapp,,60.8217540,11.1507510,,,0,
761015105,,Rødsetervollen,,60.8935050,11.2233290,,,0,
761015106,,Sandaker,,60.8601260,11.2419820,,,0,
761015107,,Skjeset,,60.8735770,11.1287580,,,0,
761015108,,Svestad,,60.8582610,11.1638490,,,0,
761015109,,Nordre Tomter,,60.8427540,11.1531190,,,0,
761015110,,Søndre Tomter,,60.8367080,11.1469350,,,0,
761015111,,Trehørningen,,60.8336410,11.0989820,,,0,
761015112,,Trehørningen industriomr.,,60.8416290,11.1032420,,,0,
761015113,,Tønset,,60.8696900,11.1665190,,,0,
761015114,,Vangseter,,60.8826410,11.1809980,,,0,
761015115,,Greften,,60.8533020,11.2027470,,,0,
761015116,,Kartomten,,60.8441700,11.2065180,,,0,
761015117,,Nyberg,,60.8442760,11.2162080,,,0,
761015118,,Bjørtomtsvegen,,60.8444480,11.2259930,,,0,
761015119,,Vendkvern,,60.8482930,11.1002920,,,0,
761015120,,Solgløtt,,60.7989850,11.2290670,,,0,
761015121,,Fallsbrua,,60.8005140,11.2349260,,,0,
761015122,,Vold,,60.7974320,11.2150090,,,0,
